epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.09940625,2.35109208065,12.8101914576,0.115234375,1.50799714774,4.31924088299
1,0.140765625,1.55094976026,5.82153572381,0.0546875,1.70386069268,4.44273073971
2,0.161515625,1.31138456228,4.25430068201,0.1015625,1.48369784653,3.62645064294
3,0.174296875,1.19760749784,3.56021248907,0.064453125,1.48908454925,3.4379055649
4,0.186859375,1.0877177963,2.93731993726,0.068359375,1.54865251482,3.6635171622
5,0.19809375,1.03398396733,2.7388538543,0.080078125,1.49104900658,3.41635142267
6,0.201375,0.977743453443,2.39037207818,0.080078125,1.46762211621,3.34978748858
7,0.2125,0.928243779168,2.19919414529,0.0859375,1.40821083635,3.19548405707
8,0.2184375,0.904987387612,2.10896609799,0.0625,1.57155870646,3.84404556453
9,0.22409375,0.867084199011,1.93490258513,0.091796875,1.57556721568,4.07973523438
10,0.229921875,0.842367271572,1.84111026324,0.1171875,1.39273835719,3.16418728232
11,0.233703125,0.820773033276,1.76032548425,0.115234375,1.37687571347,2.99529602379
12,0.240625,0.800155298367,1.68790635644,0.0703125,1.46224795282,3.30703680217
13,0.24459375,0.782747181356,1.61975525755,0.095703125,1.26189789176,2.65142008662
14,0.25053125,0.75825562945,1.52863637917,0.107421875,1.34405017644,2.96666972339
15,0.254484375,0.750721317649,1.50264487457,0.08984375,1.50525608659,4.03608283401
16,0.25496875,0.733890906647,1.43344875315,0.078125,1.40494218469,3.08264401555
17,0.26153125,0.722036864415,1.4077516821,0.08203125,1.45459062606,3.3856877014
18,0.26265625,0.699887399614,1.3073342424,0.08203125,1.41901294142,3.31310044229
19,0.26553125,0.697095327258,1.31111824916,0.068359375,1.38664230704,3.27059958875
20,0.267734375,0.685243397951,1.25480950196,0.095703125,1.51075302064,4.05591237545
21,0.2733125,0.680482422292,1.26403830983,0.103515625,1.47474071383,3.66498222947
22,0.276359375,0.664408623293,1.21435078551,0.103515625,1.28125244007,2.76924283057
23,0.27834375,0.658607434094,1.18992407586,0.095703125,1.50912828743,3.9414460063
24,0.276234375,0.652943964243,1.19194698969,0.1015625,1.34296086431,3.24083562195
25,0.27653125,0.65291817902,1.19067766404,0.10546875,1.40611519665,3.54457125068
26,0.283703125,0.646341888785,1.20326746943,0.09765625,1.38499143347,3.40625550598
27,0.2775625,0.636399136379,1.15199454675,0.146484375,1.3318631649,3.22680056095
28,0.28140625,0.633144213811,1.13696707309,0.09375,1.42505691946,3.59156244993
29,0.2836875,0.623910392225,1.12271133774,0.1015625,1.41179021448,3.59223265946
30,0.2851875,0.61838461902,1.08801434501,0.09375,1.52212377638,3.86747066677
31,0.2941875,0.61246017243,1.08428364474,0.076171875,1.450741373,3.49471896887
32,0.290625,0.610526807681,1.08007027681,0.109375,1.36286891252,3.29494863749
33,0.2936875,0.602874470472,1.07793958633,0.072265625,1.48299298435,3.58333304524
34,0.293859375,0.601582593977,1.06246062241,0.1015625,1.48063708097,3.95325549692
35,0.292546875,0.603503246985,1.08798670821,0.109375,1.38804654032,3.56527408212
36,0.293765625,0.59239125412,1.03393688681,0.091796875,1.3904934451,3.46498627961
37,0.29896875,0.591292155899,1.03550042267,0.095703125,1.40229185671,3.27134367824
38,0.29721875,0.58542171891,1.01291816385,0.076171875,1.5556204319,3.96726107597
39,0.29721875,0.587235467494,1.03658763941,0.091796875,1.48017147928,3.59941815585
40,0.29778125,0.583454907916,1.03368460421,0.099609375,1.42188854516,3.28054615855
41,0.301140625,0.57997866641,1.01745576564,0.072265625,1.43909239024,3.59128345549
42,0.30153125,0.575520014793,1.01322294758,0.126953125,1.33032428473,3.60082133859
43,0.30196875,0.57227723743,0.987011149842,0.08203125,1.3700818345,3.15798582882
44,0.304078125,0.566803501278,0.973818343431,0.07421875,1.46124380827,3.62626326084
45,0.30653125,0.55630685059,0.935164855633,0.1015625,1.38593190908,3.45017752051
46,0.309640625,0.557754677221,0.945374651995,0.087890625,1.32804350555,3.23031958938
47,0.3090625,0.556209159128,0.940685765471,0.068359375,1.45315797254,3.58712861687
48,0.308859375,0.549495779142,0.944321974359,0.087890625,1.44955332577,3.57615379989
49,0.311390625,0.540638975568,0.888288263474,0.078125,1.56698495895,4.2553236112
50,0.3110625,0.547438361183,0.919542090554,0.0859375,1.41765488684,3.40285585076
51,0.309578125,0.543908643119,0.905061979655,0.1015625,1.47221767157,3.88596129417
52,0.311890625,0.540134510204,0.898008214358,0.064453125,1.54485813528,4.02650761604
53,0.309328125,0.545234076597,0.907560649268,0.078125,1.55567093939,4.13616447151
54,0.312328125,0.534084674962,0.870298238654,0.09375,1.57353807986,4.24879703671
55,0.316328125,0.535824372321,0.891066001676,0.076171875,1.55266709626,4.51652724296
56,0.315140625,0.535048289336,0.89209484664,0.076171875,1.42318885773,3.52599433064
57,0.31340625,0.530330119416,0.872312392849,0.109375,1.37257783115,3.38408496231
58,0.31575,0.529101110853,0.875627518684,0.087890625,1.44827346504,3.60248483717
59,0.317390625,0.526529515237,0.871935277645,0.09765625,1.40277910978,3.67274691164
60,0.3130625,0.527080367975,0.866135515142,0.080078125,1.42169942707,3.66143496335
61,0.3150625,0.524174917445,0.856835623197,0.087890625,1.48071016371,4.34311623871
62,0.314921875,0.521325262003,0.841053120956,0.0859375,1.55334000289,3.9889973253
63,0.315109375,0.522523262121,0.874378359158,0.09765625,1.41693170369,3.52556715906
64,0.318578125,0.520813317589,0.8586812912,0.115234375,1.39627724141,3.66470865905
65,0.319703125,0.518514663555,0.84236424347,0.1015625,1.38321786374,3.28533314168
66,0.3139375,0.524156209603,0.876000490263,0.126953125,1.39227282256,3.37674365938
67,0.320125,0.51882521908,0.859997718383,0.125,1.30136911944,2.96151330322
68,0.31759375,0.516055205561,0.847762622893,0.111328125,1.44282135367,3.82718485594
69,0.318453125,0.516848448999,0.855615715656,0.07421875,1.53620940447,4.17560371757
70,0.320359375,0.512083939329,0.835114469901,0.060546875,1.44249169528,3.5280950591
71,0.321734375,0.510558298804,0.831762150586,0.083984375,1.44758991152,3.62932623923
72,0.319875,0.502767835073,0.801225698382,0.103515625,1.26779393107,2.80470535904
73,0.319921875,0.509074078068,0.828750797894,0.1015625,1.27768496424,2.90170291811
74,0.323109375,0.509690444618,0.827971036978,0.11328125,1.39237558097,3.25372320414
75,0.324328125,0.509455108948,0.852881627783,0.095703125,1.47807456553,3.96559263766
76,0.32578125,0.504288319722,0.825063929658,0.091796875,1.398886621,3.26377934217
77,0.3241875,0.509928705685,0.843702022478,0.107421875,1.51744772494,4.23879785836
78,0.322203125,0.509583720297,0.852119608581,0.11328125,1.31467514858,2.87303806841
79,0.326546875,0.50424828773,0.84363612872,0.07421875,1.46930272877,3.54027342796
80,0.32284375,0.504367699757,0.821424253318,0.115234375,1.37226215377,3.4081505537
81,0.32346875,0.504834782071,0.826436993979,0.10546875,1.47548151016,3.75897711515
82,0.325265625,0.498694719799,0.814227859545,0.111328125,1.4632877484,3.73049885035
83,0.32884375,0.494658510618,0.801773820978,0.134765625,1.33294503391,3.4335860312
84,0.3256875,0.497674552262,0.802406024527,0.115234375,1.41184762865,3.51723180711
85,0.328578125,0.492956856117,0.792407916807,0.08984375,1.44525308907,3.77367787063
86,0.32396875,0.499965433307,0.824092506774,0.0859375,1.37380194664,3.46626903862
87,0.329546875,0.491240694068,0.791284924135,0.10546875,1.28283841908,2.91376746446
88,0.327765625,0.4953059517,0.805116489373,0.107421875,1.35854718089,3.14802777767
89,0.3230625,0.495795400232,0.814590374477,0.1015625,1.39536175877,3.33645934612
90,0.329640625,0.48878512416,0.786924412373,0.08203125,1.65944906324,4.90441851318
91,0.327171875,0.491869096339,0.787186666895,0.10546875,1.36908150092,3.42801310122
92,0.327171875,0.490894670866,0.790845548261,0.09765625,1.37691966444,3.34581550956
93,0.327875,0.491192030154,0.807310510445,0.11328125,1.37274589762,3.33783918619
94,0.329234375,0.487385099605,0.791681092758,0.083984375,1.40856289119,3.35426175594
95,0.32740625,0.489231491648,0.800555904016,0.099609375,1.46906732768,4.15929152817
96,0.325421875,0.488234238051,0.790096181996,0.109375,1.34723715857,3.16243121773
97,0.327015625,0.492354138225,0.817702350093,0.119140625,1.43245558441,3.67816703022
98,0.330203125,0.489742090054,0.80002188582,0.09375,1.41372312605,3.71381005645
99,0.3298125,0.48541106981,0.775838065047,0.076171875,1.53017630428,4.06347091496
